證券代碼,年月日,收盤價(元),收盤價
TX201003 台指 2010/03,2009/7/14,,"6,355"
Y9999 加權指數,2009/7/13,"6,530.82",
TX200907 台指 2009/07,2009/7/13,,"6,469"
TX200908 台指 2009/08,2009/7/13,,"6,384"
TX200909 台指 2009/09,2009/7/13,,"6,357"
TX200912 台指 2009/12,2009/7/13,,"6,291"
TX201003 台指 2010/03,2009/7/13,,"6,259"
Y9999 加權指數,2009/7/10,"6,769.86",
TX200907 台指 2009/07,2009/7/10,,"6,755"
TX200908 台指 2009/08,2009/7/10,,"6,660"
TX200909 台指 2009/09,2009/7/10,,"6,620"
TX200912 台指 2009/12,2009/7/10,,"6,560"
TX201003 台指 2010/03,2009/7/10,,"6,518"
Y9999 加權指數,2009/7/9,"6,748.18",
TX200907 台指 2009/07,2009/7/9,,"6,724"
TX200908 台指 2009/08,2009/7/9,,"6,634"
TX200909 台指 2009/09,2009/7/9,,"6,598"
TX200912 台指 2009/12,2009/7/9,,"6,530"
TX201003 台指 2010/03,2009/7/9,,"6,490"
Y9999 加權指數,2009/7/8,"6,668.14",
TX200907 台指 2009/07,2009/7/8,,"6,627"
TX200908 台指 2009/08,2009/7/8,,"6,538"
TX200909 台指 2009/09,2009/7/8,,"6,506"
TX200912 台指 2009/12,2009/7/8,,"6,443"
TX201003 台指 2010/03,2009/7/8,,"6,376"
Y9999 加權指數,2009/7/7,"6,715.22",
TX200907 台指 2009/07,2009/7/7,,"6,665"
TX200908 台指 2009/08,2009/7/7,,"6,571"
TX200909 台指 2009/09,2009/7/7,,"6,543"
TX200912 台指 2009/12,2009/7/7,,"6,500"
TX201003 台指 2010/03,2009/7/7,,"6,436"
Y9999 加權指數,2009/7/6,"6,649.91",
TX200907 台指 2009/07,2009/7/6,,"6,588"
TX200908 台指 2009/08,2009/7/6,,"6,495"
TX200909 台指 2009/09,2009/7/6,,"6,465"
TX200912 台指 2009/12,2009/7/6,,"6,408"
TX201003 台指 2010/03,2009/7/6,,"6,371"
Y9999 加權指數,2009/7/3,"6,665.40",
TX200907 台指 2009/07,2009/7/3,,"6,602"
TX200908 台指 2009/08,2009/7/3,,"6,512"
TX200909 台指 2009/09,2009/7/3,,"6,478"
TX200912 台指 2009/12,2009/7/3,,"6,406"
TX201003 台指 2010/03,2009/7/3,,"6,371"
Y9999 加權指數,2009/7/2,"6,667.53",
TX200907 台指 2009/07,2009/7/2,,"6,590"
TX200908 台指 2009/08,2009/7/2,,"6,497"
TX200909 台指 2009/09,2009/7/2,,"6,465"
TX200912 台指 2009/12,2009/7/2,,"6,395"
TX201003 台指 2010/03,2009/7/2,,"6,364"
Y9999 加權指數,2009/7/1,"6,578.97",
TX200907 台指 2009/07,2009/7/1,,"6,517"
TX200908 台指 2009/08,2009/7/1,,"6,427"
TX200909 台指 2009/09,2009/7/1,,"6,389"
TX200912 台指 2009/12,2009/7/1,,"6,302"
TX201003 台指 2010/03,2009/7/1,,"6,262"
Y9999 加權指數,2009/6/30,"6,432.16",
TX200907 台指 2009/07,2009/6/30,,"6,383"
TX200908 台指 2009/08,2009/6/30,,"6,294"
TX200909 台指 2009/09,2009/6/30,,"6,262"
TX200912 台指 2009/12,2009/6/30,,"6,194"
TX201003 台指 2010/03,2009/6/30,,"6,152"
Y9999 加權指數,2009/6/29,"6,391.15",
TX200907 台指 2009/07,2009/6/29,,"6,345"
TX200908 台指 2009/08,2009/6/29,,"6,252"
TX200909 台指 2009/09,2009/6/29,,"6,215"
TX200912 台指 2009/12,2009/6/29,,"6,154"
TX201003 台指 2010/03,2009/6/29,,"6,120"
Y9999 加權指數,2009/6/26,"6,463.56",
TX200907 台指 2009/07,2009/6/26,,"6,391"
TX200908 台指 2009/08,2009/6/26,,"6,300"
TX200909 台指 2009/09,2009/6/26,,"6,269"
TX200912 台指 2009/12,2009/6/26,,"6,207"
TX201003 台指 2010/03,2009/6/26,,"6,157"
Y9999 加權指數,2009/6/25,"6,457.61",
TX200907 台指 2009/07,2009/6/25,,"6,389"
TX200908 台指 2009/08,2009/6/25,,"6,293"
TX200909 台指 2009/09,2009/6/25,,"6,263"
TX200912 台指 2009/12,2009/6/25,,"6,180"
TX201003 台指 2010/03,2009/6/25,,"6,150"
Y9999 加權指數,2009/6/24,"6,380.08",
TX200907 台指 2009/07,2009/6/24,,"6,311"
TX200908 台指 2009/08,2009/6/24,,"6,211"
TX200909 台指 2009/09,2009/6/24,,"6,185"
TX200912 台指 2009/12,2009/6/24,,"6,120"
TX201003 台指 2010/03,2009/6/24,,"6,142"
Y9999 加權指數,2009/6/23,"6,197.47",
TX200907 台指 2009/07,2009/6/23,,"6,072"
TX200908 台指 2009/08,2009/6/23,,"5,980"
TX200909 台指 2009/09,2009/6/23,,"5,947"
TX200912 台指 2009/12,2009/6/23,,"5,886"
TX201003 台指 2010/03,2009/6/23,,"5,855"
Y9999 加權指數,2009/6/22,"6,341.21",
TX200907 台指 2009/07,2009/6/22,,"6,206"
TX200908 台指 2009/08,2009/6/22,,"6,115"
TX200909 台指 2009/09,2009/6/22,,"6,094"
TX200912 台指 2009/12,2009/6/22,,"6,026"
TX201003 台指 2010/03,2009/6/22,,"6,011"
Y9999 加權指數,2009/6/19,"6,231.15",
TX200907 台指 2009/07,2009/6/19,,"6,138"
TX200908 台指 2009/08,2009/6/19,,"6,047"
TX200909 台指 2009/09,2009/6/19,,"6,017"
TX200912 台指 2009/12,2009/6/19,,"5,950"
TX201003 台指 2010/03,2009/6/19,,"5,914"
Y9999 加權指數,2009/6/18,"6,144.53",
TX200907 台指 2009/07,2009/6/18,,"6,090"
TX200908 台指 2009/08,2009/6/18,,"5,995"
TX200909 台指 2009/09,2009/6/18,,"5,955"
TX200912 台指 2009/12,2009/6/18,,"5,896"
TX201003 台指 2010/03,2009/6/18,,"5,806"
Y9999 加權指數,2009/6/17,"6,195.91",
TX200906 台指 2009/06,2009/6/17,,"6,204"
TX200907 台指 2009/07,2009/6/17,,"6,142"
TX200909 台指 2009/09,2009/6/17,,"6,025"
TX200912 台指 2009/12,2009/6/17,,"5,947"
TX201003 台指 2010/03,2009/6/17,,"5,915"
Y9999 加權指數,2009/6/16,"6,220.81",
TX200906 台指 2009/06,2009/6/16,,"6,208"
TX200907 台指 2009/07,2009/6/16,,"6,130"
TX200909 台指 2009/09,2009/6/16,,"6,014"
TX200912 台指 2009/12,2009/6/16,,"5,948"
TX201003 台指 2010/03,2009/6/16,,"5,902"
Y9999 加權指數,2009/6/15,"6,225.56",
TX200906 台指 2009/06,2009/6/15,,"6,208"
TX200907 台指 2009/07,2009/6/15,,"6,135"
TX200909 台指 2009/09,2009/6/15,,"6,012"
TX200912 台指 2009/12,2009/6/15,,"5,939"
TX201003 台指 2010/03,2009/6/15,,"5,905"
Y9999 加權指數,2009/6/12,"6,448.23",
TX200906 台指 2009/06,2009/6/12,,"6,437"
TX200907 台指 2009/07,2009/6/12,,"6,348"
TX200909 台指 2009/09,2009/6/12,,"6,217"
TX200912 台指 2009/12,2009/6/12,,"6,170"
TX201003 台指 2010/03,2009/6/12,,"6,140"
Y9999 加權指數,2009/6/11,"6,567.37",
TX200906 台指 2009/06,2009/6/11,,"6,516"
TX200907 台指 2009/07,2009/6/11,,"6,425"
TX200909 台指 2009/09,2009/6/11,,"6,291"
TX200912 台指 2009/12,2009/6/11,,"6,240"
TX201003 台指 2010/03,2009/6/11,,"6,182"
Y9999 加權指數,2009/6/10,"6,462.27",
TX200906 台指 2009/06,2009/6/10,,"6,459"
TX200907 台指 2009/07,2009/6/10,,"6,372"
TX200909 台指 2009/09,2009/6/10,,"6,235"
TX200912 台指 2009/12,2009/6/10,,"6,165"
TX201003 台指 2010/03,2009/6/10,,"6,119"
Y9999 加權指數,2009/6/9,"6,414.39",
TX200906 台指 2009/06,2009/6/9,,"6,413"
TX200907 台指 2009/07,2009/6/9,,"6,326"
TX200909 台指 2009/09,2009/6/9,,"6,192"
TX200912 台指 2009/12,2009/6/9,,"6,120"
TX201003 台指 2010/03,2009/6/9,,"6,077"
Y9999 加權指數,2009/6/8,"6,628.02",
TX200906 台指 2009/06,2009/6/8,,"6,643"
TX200907 台指 2009/07,2009/6/8,,"6,557"
TX200909 台指 2009/09,2009/6/8,,"6,426"
TX200912 台指 2009/12,2009/6/8,,"6,335"
TX201003 台指 2010/03,2009/6/8,,"6,295"
Y9999 加權指數,2009/6/6,"6,856.74",
TX200906 台指 2009/06,2009/6/6,,"6,833"
TX200907 台指 2009/07,2009/6/6,,"6,742"
TX200909 台指 2009/09,2009/6/6,,"6,607"
TX200912 台指 2009/12,2009/6/6,,"6,542"
TX201003 台指 2010/03,2009/6/6,,"6,507"
Y9999 加權指數,2009/6/5,"6,767.10",
TX200906 台指 2009/06,2009/6/5,,"6,790"
TX200907 台指 2009/07,2009/6/5,,"6,706"
TX200909 台指 2009/09,2009/6/5,,"6,567"
TX200912 台指 2009/12,2009/6/5,,"6,494"
TX201003 台指 2010/03,2009/6/5,,"6,452"
Y9999 加權指數,2009/6/4,"6,786.06",
TX200906 台指 2009/06,2009/6/4,,"6,784"
TX200907 台指 2009/07,2009/6/4,,"6,696"
TX200909 台指 2009/09,2009/6/4,,"6,560"
TX200912 台指 2009/12,2009/6/4,,"6,492"
TX201003 台指 2010/03,2009/6/4,,"6,440"
Y9999 加權指數,2009/6/3,"6,893.14",
TX200906 台指 2009/06,2009/6/3,,"6,898"
TX200907 台指 2009/07,2009/6/3,,"6,809"
TX200909 台指 2009/09,2009/6/3,,"6,667"
TX200912 台指 2009/12,2009/6/3,,"6,599"
TX201003 台指 2010/03,2009/6/3,,"6,565"
Y9999 加權指數,2009/6/2,"6,949.08",
TX200906 台指 2009/06,2009/6/2,,"6,916"
TX200907 台指 2009/07,2009/6/2,,"6,829"
TX200909 台指 2009/09,2009/6/2,,"6,696"
TX200912 台指 2009/12,2009/6/2,,"6,626"
TX201003 台指 2010/03,2009/6/2,,"6,580"
Y9999 加權指數,2009/6/1,"6,954.10",
TX200906 台指 2009/06,2009/6/1,,"6,954"
TX200907 台指 2009/07,2009/6/1,,"6,871"
TX200909 台指 2009/09,2009/6/1,,"6,746"
TX200912 台指 2009/12,2009/6/1,,"6,675"
TX201003 台指 2010/03,2009/6/1,,"6,628"
Y9999 加權指數,2009/5/27,"6,890.44",
TX200906 台指 2009/06,2009/5/27,,"6,932"
TX200907 台指 2009/07,2009/5/27,,"6,851"
TX200909 台指 2009/09,2009/5/27,,"6,721"
TX200912 台指 2009/12,2009/5/27,,"6,656"
TX201003 台指 2010/03,2009/5/27,,"6,595"
Y9999 加權指數,2009/5/26,"6,683.11",
TX200906 台指 2009/06,2009/5/26,,"6,646"
TX200907 台指 2009/07,2009/5/26,,"6,570"
TX200909 台指 2009/09,2009/5/26,,"6,441"
TX200912 台指 2009/12,2009/5/26,,"6,376"
TX201003 台指 2010/03,2009/5/26,,"6,335"
Y9999 加權指數,2009/5/25,"6,734.46",
TX200906 台指 2009/06,2009/5/25,,"6,724"
TX200907 台指 2009/07,2009/5/25,,"6,650"
TX200909 台指 2009/09,2009/5/25,,"6,516"
TX200912 台指 2009/12,2009/5/25,,"6,448"
TX201003 台指 2010/03,2009/5/25,,"6,396"
Y9999 加權指數,2009/5/22,"6,737.29",
TX200906 台指 2009/06,2009/5/22,,"6,692"
TX200907 台指 2009/07,2009/5/22,,"6,616"
TX200909 台指 2009/09,2009/5/22,,"6,478"
TX200912 台指 2009/12,2009/5/22,,"6,411"
TX201003 台指 2010/03,2009/5/22,,"6,358"
Y9999 加權指數,2009/5/21,"6,718.81",
TX200906 台指 2009/06,2009/5/21,,"6,671"
TX200907 台指 2009/07,2009/5/21,,"6,596"
TX200909 台指 2009/09,2009/5/21,,"6,453"
TX200912 台指 2009/12,2009/5/21,,"6,387"
TX201003 台指 2010/03,2009/5/21,,"6,340"
Y9999 加權指數,2009/5/20,"6,703.62",
TX200905 台指 2009/05,2009/5/20,,"6,697"
TX200906 台指 2009/06,2009/5/20,,"6,668"
TX200909 台指 2009/09,2009/5/20,,"6,449"
TX200912 台指 2009/12,2009/5/20,,"6,377"
TX201003 台指 2010/03,2009/5/20,,"6,325"
Y9999 加權指數,2009/5/19,"6,655.59",
TX200905 台指 2009/05,2009/5/19,,"6,693"
TX200906 台指 2009/06,2009/5/19,,"6,673"
TX200909 台指 2009/09,2009/5/19,,"6,441"
TX200912 台指 2009/12,2009/5/19,,"6,329"
TX201003 台指 2010/03,2009/5/19,,"6,323"
Y9999 加權指數,2009/5/18,"6,577.81",
TX200905 台指 2009/05,2009/5/18,,"6,561"
TX200906 台指 2009/06,2009/5/18,,"6,543"
TX200909 台指 2009/09,2009/5/18,,"6,315"
TX200912 台指 2009/12,2009/5/18,,"6,250"
TX201003 台指 2010/03,2009/5/18,,"6,200"
Y9999 加權指數,2009/5/15,"6,489.09",
TX200905 台指 2009/05,2009/5/15,,"6,476"
TX200906 台指 2009/06,2009/5/15,,"6,453"
TX200909 台指 2009/09,2009/5/15,,"6,225"
TX200912 台指 2009/12,2009/5/15,,"6,168"
TX201003 台指 2010/03,2009/5/15,,"6,125"
Y9999 加權指數,2009/5/14,"6,364.17",
TX200905 台指 2009/05,2009/5/14,,"6,321"
TX200906 台指 2009/06,2009/5/14,,"6,306"
TX200909 台指 2009/09,2009/5/14,,"6,090"
TX200912 台指 2009/12,2009/5/14,,"6,008"
TX201003 台指 2010/03,2009/5/14,,"5,966"
Y9999 加權指數,2009/5/13,"6,485.14",
TX200905 台指 2009/05,2009/5/13,,"6,469"
TX200906 台指 2009/06,2009/5/13,,"6,454"
TX200909 台指 2009/09,2009/5/13,,"6,221"
TX200912 台指 2009/12,2009/5/13,,"6,160"
TX201003 台指 2010/03,2009/5/13,,"6,116"
Y9999 加權指數,2009/5/12,"6,432.55",
TX200905 台指 2009/05,2009/5/12,,"6,447"
TX200906 台指 2009/06,2009/5/12,,"6,436"
TX200909 台指 2009/09,2009/5/12,,"6,208"
TX200912 台指 2009/12,2009/5/12,,"6,143"
TX201003 台指 2010/03,2009/5/12,,"6,100"
Y9999 加權指數,2009/5/11,"6,647.50",
TX200905 台指 2009/05,2009/5/11,,"6,597"
TX200906 台指 2009/06,2009/5/11,,"6,588"
TX200909 台指 2009/09,2009/5/11,,"6,358"
TX200912 台指 2009/12,2009/5/11,,"6,288"
TX201003 台指 2010/03,2009/5/11,,"6,244"
Y9999 加權指數,2009/5/8,"6,583.87",
TX200905 台指 2009/05,2009/5/8,,"6,572"
TX200906 台指 2009/06,2009/5/8,,"6,560"
TX200909 台指 2009/09,2009/5/8,,"6,341"
TX200912 台指 2009/12,2009/5/8,,"6,263"
TX201003 台指 2010/03,2009/5/8,,"6,214"
Y9999 加權指數,2009/5/7,"6,572.87",
TX200905 台指 2009/05,2009/5/7,,"6,613"
TX200906 台指 2009/06,2009/5/7,,"6,603"
TX200909 台指 2009/09,2009/5/7,,"6,365"
TX200912 台指 2009/12,2009/5/7,,"6,288"
TX201003 台指 2010/03,2009/5/7,,"6,237"
Y9999 加權指數,2009/5/6,"6,566.70",
TX200905 台指 2009/05,2009/5/6,,"6,536"
TX200906 台指 2009/06,2009/5/6,,"6,529"
TX200909 台指 2009/09,2009/5/6,,"6,302"
TX200912 台指 2009/12,2009/5/6,,"6,243"
TX201003 台指 2010/03,2009/5/6,,"6,200"
Y9999 加權指數,2009/5/5,"6,379.94",
TX200905 台指 2009/05,2009/5/5,,"6,542"
TX200906 台指 2009/06,2009/5/5,,"6,532"
TX200909 台指 2009/09,2009/5/5,,"6,290"
TX200912 台指 2009/12,2009/5/5,,"6,201"
TX201003 台指 2010/03,2009/5/5,,"6,150"
Y9999 加權指數,2009/5/4,"6,330.40",
TX200905 台指 2009/05,2009/5/4,,"6,436"
TX200906 台指 2009/06,2009/5/4,,"6,417"
TX200909 台指 2009/09,2009/5/4,,"6,143"
TX200912 台指 2009/12,2009/5/4,,"6,057"
TX201003 台指 2010/03,2009/5/4,,"5,982"
Y9999 加權指數,2009/4/30,"5,992.57",
TX200905 台指 2009/05,2009/4/30,,"6,015"
TX200906 台指 2009/06,2009/4/30,,"5,998"
TX200909 台指 2009/09,2009/4/30,,"5,742"
TX200912 台指 2009/12,2009/4/30,,"5,661"
TX201003 台指 2010/03,2009/4/30,,"5,591"
Y9999 加權指數,2009/4/29,"5,614.06",
TX200905 台指 2009/05,2009/4/29,,"5,623"
TX200906 台指 2009/06,2009/4/29,,"5,607"
TX200909 台指 2009/09,2009/4/29,,"5,367"
TX200912 台指 2009/12,2009/4/29,,"5,290"
TX201003 台指 2010/03,2009/4/29,,"5,226"
Y9999 加權指數,2009/4/28,"5,596.73",
TX200905 台指 2009/05,2009/4/28,,"5,580"
TX200906 台指 2009/06,2009/4/28,,"5,568"
TX200909 台指 2009/09,2009/4/28,,"5,320"
TX200912 台指 2009/12,2009/4/28,,"5,254"
TX201003 台指 2010/03,2009/4/28,,"5,198"
Y9999 加權指數,2009/4/27,"5,705.05",
TX200905 台指 2009/05,2009/4/27,,"5,710"
TX200906 台指 2009/06,2009/4/27,,"5,695"
TX200909 台指 2009/09,2009/4/27,,"5,448"
TX200912 台指 2009/12,2009/4/27,,"5,376"
TX201003 台指 2010/03,2009/4/27,,"5,315"
Y9999 加權指數,2009/4/24,"5,880.77",
TX200905 台指 2009/05,2009/4/24,,"5,904"
TX200906 台指 2009/06,2009/4/24,,"5,882"
TX200909 台指 2009/09,2009/4/24,,"5,643"
TX200912 台指 2009/12,2009/4/24,,"5,567"
TX201003 台指 2010/03,2009/4/24,,"5,500"
Y9999 加權指數,2009/4/23,"5,875.24",
TX200905 台指 2009/05,2009/4/23,,"5,901"
TX200906 台指 2009/06,2009/4/23,,"5,883"
TX200909 台指 2009/09,2009/4/23,,"5,650"
TX200912 台指 2009/12,2009/4/23,,"5,563"
TX201003 台指 2010/03,2009/4/23,,"5,502"
Y9999 加權指數,2009/4/22,"5,886.11",
TX200905 台指 2009/05,2009/4/22,,"5,847"
TX200906 台指 2009/06,2009/4/22,,"5,834"
TX200909 台指 2009/09,2009/4/22,,"5,608"
TX200912 台指 2009/12,2009/4/22,,"5,522"
TX201003 台指 2010/03,2009/4/22,,"5,466"
Y9999 加權指數,2009/4/21,"5,881.41",
TX200905 台指 2009/05,2009/4/21,,"5,896"
TX200906 台指 2009/06,2009/4/21,,"5,875"
TX200909 台指 2009/09,2009/4/21,,"5,653"
TX200912 台指 2009/12,2009/4/21,,"5,572"
TX201003 台指 2010/03,2009/4/21,,"5,518"
Y9999 加權指數,2009/4/20,"5,781.66",
TX200905 台指 2009/05,2009/4/20,,"5,765"
TX200906 台指 2009/06,2009/4/20,,"5,744"
TX200909 台指 2009/09,2009/4/20,,"5,530"
TX200912 台指 2009/12,2009/4/20,,"5,441"
TX201003 台指 2010/03,2009/4/20,,"5,418"
Y9999 加權指數,2009/4/17,"5,755.38",
TX200905 台指 2009/05,2009/4/17,,"5,775"
TX200906 台指 2009/06,2009/4/17,,"5,755"
TX200909 台指 2009/09,2009/4/17,,"5,536"
TX200912 台指 2009/12,2009/4/17,,"5,467"
TX201003 台指 2010/03,2009/4/17,,"5,417"
Y9999 加權指數,2009/4/16,"5,997.17",
TX200905 台指 2009/05,2009/4/16,,"5,994"
TX200906 台指 2009/06,2009/4/16,,"5,971"
TX200909 台指 2009/09,2009/4/16,,"5,750"
TX200912 台指 2009/12,2009/4/16,,"5,709"
TX201003 台指 2010/03,2009/4/16,,"5,666"
Y9999 加權指數,2009/4/15,"5,875.19",
TX200904 台指 2009/04,2009/4/15,,"5,861"
TX200905 台指 2009/05,2009/4/15,,"5,859"
TX200906 台指 2009/06,2009/4/15,,"5,834"
TX200909 台指 2009/09,2009/4/15,,"5,605"
TX200912 台指 2009/12,2009/4/15,,"5,548"
Y9999 加權指數,2009/4/14,"5,892.68",
TX200904 台指 2009/04,2009/4/14,,"5,858"
TX200905 台指 2009/05,2009/4/14,,"5,841"
TX200906 台指 2009/06,2009/4/14,,"5,816"
TX200909 台指 2009/09,2009/4/14,,"5,595"
TX200912 台指 2009/12,2009/4/14,,"5,545"
Y9999 加權指數,2009/4/13,"5,857.64",
TX200904 台指 2009/04,2009/4/13,,"5,846"
TX200905 台指 2009/05,2009/4/13,,"5,818"
TX200906 台指 2009/06,2009/4/13,,"5,811"
TX200909 台指 2009/09,2009/4/13,,"5,571"
TX200912 台指 2009/12,2009/4/13,,"5,525"
Y9999 加權指數,2009/4/10,"5,781.96",
TX200904 台指 2009/04,2009/4/10,,"5,827"
TX200905 台指 2009/05,2009/4/10,,"5,802"
TX200906 台指 2009/06,2009/4/10,,"5,788"
TX200909 台指 2009/09,2009/4/10,,"5,520"
TX200912 台指 2009/12,2009/4/10,,"5,478"
Y9999 加權指數,2009/4/9,"5,667.80",
TX200904 台指 2009/04,2009/4/9,,"5,712"
TX200905 台指 2009/05,2009/4/9,,"5,688"
TX200906 台指 2009/06,2009/4/9,,"5,669"
TX200909 台指 2009/09,2009/4/9,,"5,416"
TX200912 台指 2009/12,2009/4/9,,"5,341"
Y9999 加權指數,2009/4/8,"5,443.56",
TX200904 台指 2009/04,2009/4/8,,"5,456"
TX200905 台指 2009/05,2009/4/8,,"5,435"
TX200906 台指 2009/06,2009/4/8,,"5,418"
TX200909 台指 2009/09,2009/4/8,,"5,157"
TX200912 台指 2009/12,2009/4/8,,"5,070"
Y9999 加權指數,2009/4/7,"5,576.85",
TX200904 台指 2009/04,2009/4/7,,"5,583"
TX200905 台指 2009/05,2009/4/7,,"5,559"
TX200906 台指 2009/06,2009/4/7,,"5,537"
TX200909 台指 2009/09,2009/4/7,,"5,294"
TX200912 台指 2009/12,2009/4/7,,"5,215"
Y9999 加權指數,2009/4/6,"5,556.22",
TX200904 台指 2009/04,2009/4/6,,"5,525"
TX200905 台指 2009/05,2009/4/6,,"5,503"
TX200906 台指 2009/06,2009/4/6,,"5,481"
TX200909 台指 2009/09,2009/4/6,,"5,245"
TX200912 台指 2009/12,2009/4/6,,"5,156"
Y9999 加權指數,2009/4/3,"5,529.63",
TX200904 台指 2009/04,2009/4/3,,"5,509"
TX200905 台指 2009/05,2009/4/3,,"5,484"
TX200906 台指 2009/06,2009/4/3,,"5,460"
TX200909 台指 2009/09,2009/4/3,,"5,214"
TX200912 台指 2009/12,2009/4/3,,"5,132"
Y9999 加權指數,2009/4/2,"5,473.78",
TX200904 台指 2009/04,2009/4/2,,"5,511"
TX200905 台指 2009/05,2009/4/2,,"5,491"
TX200906 台指 2009/06,2009/4/2,,"5,461"
TX200909 台指 2009/09,2009/4/2,,"5,203"
TX200912 台指 2009/12,2009/4/2,,"5,123"
Y9999 加權指數,2009/4/1,"5,314.45",
TX200904 台指 2009/04,2009/4/1,,"5,314"
TX200905 台指 2009/05,2009/4/1,,"5,287"
TX200906 台指 2009/06,2009/4/1,,"5,260"
TX200909 台指 2009/09,2009/4/1,,"5,002"
TX200912 台指 2009/12,2009/4/1,,"4,925"
Y9999 加權指數,2009/3/31,"5,210.84",
TX200904 台指 2009/04,2009/3/31,,"5,201"
TX200905 台指 2009/05,2009/3/31,,"5,174"
TX200906 台指 2009/06,2009/3/31,,"5,152"
TX200909 台指 2009/09,2009/3/31,,"4,894"
TX200912 台指 2009/12,2009/3/31,,"4,817"
Y9999 加權指數,2009/3/30,"5,206.05",
TX200904 台指 2009/04,2009/3/30,,"5,175"
TX200905 台指 2009/05,2009/3/30,,"5,152"
TX200906 台指 2009/06,2009/3/30,,"5,130"
TX200909 台指 2009/09,2009/3/30,,"4,884"
TX200912 台指 2009/12,2009/3/30,,"4,807"
Y9999 加權指數,2009/3/27,"5,390.70",
TX200904 台指 2009/04,2009/3/27,,"5,353"
TX200905 台指 2009/05,2009/3/27,,"5,328"
TX200906 台指 2009/06,2009/3/27,,"5,296"
TX200909 台指 2009/09,2009/3/27,,"5,044"
TX200912 台指 2009/12,2009/3/27,,"4,970"
Y9999 加權指數,2009/3/26,"5,386.56",
TX200904 台指 2009/04,2009/3/26,,"5,385"
TX200905 台指 2009/05,2009/3/26,,"5,361"
TX200906 台指 2009/06,2009/3/26,,"5,322"
TX200909 台指 2009/09,2009/3/26,,"5,067"
TX200912 台指 2009/12,2009/3/26,,"4,990"
Y9999 加權指數,2009/3/25,"5,346.38",
TX200904 台指 2009/04,2009/3/25,,"5,360"
TX200905 台指 2009/05,2009/3/25,,"5,333"
TX200906 台指 2009/06,2009/3/25,,"5,300"
TX200909 台指 2009/09,2009/3/25,,"5,032"
TX200912 台指 2009/12,2009/3/25,,"4,953"
Y9999 加權指數,2009/3/24,"5,242.18",
TX200904 台指 2009/04,2009/3/24,,"5,262"
TX200905 台指 2009/05,2009/3/24,,"5,230"
TX200906 台指 2009/06,2009/3/24,,"5,193"
TX200909 台指 2009/09,2009/3/24,,"4,930"
TX200912 台指 2009/12,2009/3/24,,"4,848"
Y9999 加權指數,2009/3/23,"5,124.18",
TX200904 台指 2009/04,2009/3/23,,"5,131"
TX200905 台指 2009/05,2009/3/23,,"5,094"
TX200906 台指 2009/06,2009/3/23,,"5,053"
TX200909 台指 2009/09,2009/3/23,,"4,794"
TX200912 台指 2009/12,2009/3/23,,"4,717"
Y9999 加權指數,2009/3/20,"4,961.62",
TX200904 台指 2009/04,2009/3/20,,"4,950"
TX200905 台指 2009/05,2009/3/20,,"4,915"
TX200906 台指 2009/06,2009/3/20,,"4,873"
TX200909 台指 2009/09,2009/3/20,,"4,614"
TX200912 台指 2009/12,2009/3/20,,"4,555"
Y9999 加權指數,2009/3/19,"5,035.93",
TX200904 台指 2009/04,2009/3/19,,"4,980"
TX200905 台指 2009/05,2009/3/19,,"4,947"
TX200906 台指 2009/06,2009/3/19,,"4,901"
TX200909 台指 2009/09,2009/3/19,,"4,654"
TX200912 台指 2009/12,2009/3/19,,"4,588"
Y9999 加權指數,2009/3/18,"5,047.54",
TX200903 台指 2009/03,2009/3/18,,"5,067"
TX200904 台指 2009/04,2009/3/18,,"5,027"
TX200906 台指 2009/06,2009/3/18,,"4,950"
TX200909 台指 2009/09,2009/3/18,,"4,708"
TX200912 台指 2009/12,2009/3/18,,"4,642"
Y9999 加權指數,2009/3/17,"5,041.39",
TX200903 台指 2009/03,2009/3/17,,"5,057"
TX200904 台指 2009/04,2009/3/17,,"5,027"
TX200906 台指 2009/06,2009/3/17,,"4,937"
TX200909 台指 2009/09,2009/3/17,,"4,697"
TX200912 台指 2009/12,2009/3/17,,"4,633"
Y9999 加權指數,2009/3/16,"4,971.32",
TX200903 台指 2009/03,2009/3/16,,"4,962"
TX200904 台指 2009/04,2009/3/16,,"4,927"
TX200906 台指 2009/06,2009/3/16,,"4,840"
TX200909 台指 2009/09,2009/3/16,,"4,607"
TX200912 台指 2009/12,2009/3/16,,"4,545"
Y9999 加權指數,2009/3/13,"4,897.39",
TX200903 台指 2009/03,2009/3/13,,"4,900"
TX200904 台指 2009/04,2009/3/13,,"4,860"
TX200906 台指 2009/06,2009/3/13,,"4,779"
TX200909 台指 2009/09,2009/3/13,,"4,542"
TX200912 台指 2009/12,2009/3/13,,"4,487"
Y9999 加權指數,2009/3/12,"4,754.65",
TX200903 台指 2009/03,2009/3/12,,"4,748"
TX200904 台指 2009/04,2009/3/12,,"4,687"
TX200906 台指 2009/06,2009/3/12,,"4,598"
TX200909 台指 2009/09,2009/3/12,,"4,375"
TX200912 台指 2009/12,2009/3/12,,"4,316"
Y9999 加權指數,2009/3/11,"4,759.96",
TX200903 台指 2009/03,2009/3/11,,"4,758"
TX200904 台指 2009/04,2009/3/11,,"4,705"
TX200906 台指 2009/06,2009/3/11,,"4,615"
TX200909 台指 2009/09,2009/3/11,,"4,386"
TX200912 台指 2009/12,2009/3/11,,"4,330"
Y9999 加權指數,2009/3/10,"4,671.02",
